,Code,Company,Exchange,Ex Code
783,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
784,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
785,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
786,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
787,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
788,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
789,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
790,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
791,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
792,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
793,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
794,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
795,AL,Aluminum,New York Commodity Exchange,COMEX
796,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
797,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
798,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
799,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
800,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
801,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
802,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
803,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
804,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
805,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
806,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
807,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
808,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
809,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
810,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
811,UX.C,Uranium Continuation,New York Commodity Exchange,COMEX
812,UXG23,Uranium {Feb 23},New York Commodity Exchange,COMEX
813,UXH23,Uranium {Mar 23},New York Commodity Exchange,COMEX
814,UXQ21,Uranium {Aug 21},New York Commodity Exchange,COMEX
815,UXU21,Uranium {Sep 21},New York Commodity Exchange,COMEX
816,AL,Aluminum,New York Commodity Exchange,COMEX
817,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
818,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
819,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
820,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
821,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
822,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
823,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
824,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
825,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
826,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
827,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
828,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
829,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
830,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
831,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
832,AL,Aluminum,New York Commodity Exchange,COMEX
833,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
834,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
835,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
836,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
837,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
838,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
839,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
840,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
841,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
842,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
843,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
844,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
845,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
846,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
847,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
848,AL,Aluminum,New York Commodity Exchange,COMEX
849,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
850,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
851,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
852,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
853,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
854,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
855,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
856,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
857,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
858,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
859,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
860,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
861,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
862,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
863,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
864,AL,Aluminum,New York Commodity Exchange,COMEX
865,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
866,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
867,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
868,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
869,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
870,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
871,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
872,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
873,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
874,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
875,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
876,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
877,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
878,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
879,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
880,ZA.C,Zinc Continuation,New York Commodity Exchange,COMEX
881,ZAF22,Zinc {Jan 22},New York Commodity Exchange,COMEX
882,ZAG21,Zinc {Feb 21},New York Commodity Exchange,COMEX
883,ZAG22,Zinc {Feb 22},New York Commodity Exchange,COMEX
884,ZAH21,Zinc {Mar 21},New York Commodity Exchange,COMEX
885,ZAJ21,Zinc {Apr 21},New York Commodity Exchange,COMEX
886,ZAK21,Zinc {May 21},New York Commodity Exchange,COMEX
887,ZAM21,Zinc {Jun 21},New York Commodity Exchange,COMEX
888,ZAN21,Zinc {Jul 21},New York Commodity Exchange,COMEX
889,ZAQ21,Zinc {Aug 21},New York Commodity Exchange,COMEX
890,ZAU21,Zinc {Sep 21},New York Commodity Exchange,COMEX
891,ZAV21,Zinc {Oct 21},New York Commodity Exchange,COMEX
892,ZAX21,Zinc {Nov 21},New York Commodity Exchange,COMEX
893,ZAZ21,Zinc {Dec 21},New York Commodity Exchange,COMEX
894,AL,Aluminum,New York Commodity Exchange,COMEX
895,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
896,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
897,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
898,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
899,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
900,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
901,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
902,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
903,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
904,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
905,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
906,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
907,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
908,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
909,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
910,AL,Aluminum,New York Commodity Exchange,COMEX
911,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
912,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
913,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
914,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
915,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
916,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
917,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
918,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
919,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
920,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
921,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
922,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
923,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
924,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
925,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
