,Code,Company,Exchange,Ex Code
382,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
383,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
384,AL,Aluminum,New York Commodity Exchange,COMEX
385,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
386,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
387,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
388,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
389,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
390,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
391,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
392,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
393,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
394,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
395,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
396,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
397,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
398,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
399,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
400,AL,Aluminum,New York Commodity Exchange,COMEX
401,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
402,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
403,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
404,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
405,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
406,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
407,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
408,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
409,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
410,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
411,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
412,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
413,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
414,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
415,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
416,AL,Aluminum,New York Commodity Exchange,COMEX
417,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
418,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
419,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
420,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
421,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
422,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
423,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
424,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
425,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
426,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
427,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
428,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
429,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
430,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
431,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
432,LD.C,Lead Continuation,New York Commodity Exchange,COMEX
433,LDF22,Lead {Jan 22},New York Commodity Exchange,COMEX
434,LDG21,Lead {Feb 21},New York Commodity Exchange,COMEX
435,LDG22,Lead {Feb 22},New York Commodity Exchange,COMEX
436,LDH21,Lead {Mar 21},New York Commodity Exchange,COMEX
437,LDJ21,Lead {Apr 21},New York Commodity Exchange,COMEX
438,LDK21,Lead {May 21},New York Commodity Exchange,COMEX
439,LDM21,Lead {Jun 21},New York Commodity Exchange,COMEX
440,LDN21,Lead {Jul 21},New York Commodity Exchange,COMEX
441,LDQ21,Lead {Aug 21},New York Commodity Exchange,COMEX
442,LDU21,Lead {Sep 21},New York Commodity Exchange,COMEX
443,LDV21,Lead {Oct 21},New York Commodity Exchange,COMEX
444,LDX21,Lead {Nov 21},New York Commodity Exchange,COMEX
445,LDZ21,Lead {Dec 21},New York Commodity Exchange,COMEX
446,AL,Aluminum,New York Commodity Exchange,COMEX
447,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
448,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
449,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
450,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
451,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
452,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
453,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
454,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
455,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
456,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
457,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
458,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
459,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
460,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
461,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
462,AL,Aluminum,New York Commodity Exchange,COMEX
463,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
464,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
465,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
466,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
467,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
468,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
469,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
470,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
471,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
472,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
473,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
474,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
475,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
476,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
477,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
478,AL,Aluminum,New York Commodity Exchange,COMEX
479,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
480,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
481,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
482,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
483,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
484,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
485,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
486,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
487,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
488,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
489,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
490,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
491,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
492,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
493,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
494,AL,Aluminum,New York Commodity Exchange,COMEX
495,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
496,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
497,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
498,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
499,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
500,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
501,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
502,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
503,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
504,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
505,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
506,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
507,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
508,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
509,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
510,QC.C,Copper Mini Continuation,New York Commodity Exchange,COMEX
511,QCF22,Copper Mini {Jan 22},New York Commodity Exchange,COMEX
512,QCF23,Copper Mini {Jan 23},New York Commodity Exchange,COMEX
513,QCG22,Copper Mini {Feb 22},New York Commodity Exchange,COMEX
514,QCG23,Copper Mini {Feb 23},New York Commodity Exchange,COMEX
515,QCH21,Copper Mini {Mar 21},New York Commodity Exchange,COMEX
516,QCH22,Copper Mini {Mar 22},New York Commodity Exchange,COMEX
517,QCH23,Copper Mini {Mar 23},New York Commodity Exchange,COMEX
518,QCH24,Copper Mini {Mar 24},New York Commodity Exchange,COMEX
519,QCH25,Copper Mini {Mar 25},New York Commodity Exchange,COMEX
520,QCJ21,Copper Mini {Apr 21},New York Commodity Exchange,COMEX
521,QCJ22,Copper Mini {Apr 22},New York Commodity Exchange,COMEX
522,QCK21,Copper Mini {May 21},New York Commodity Exchange,COMEX
523,QCK22,Copper Mini {May 22},New York Commodity Exchange,COMEX
524,QCK23,Copper Mini {May 23},New York Commodity Exchange,COMEX
525,QCK24,Copper Mini {May 24},New York Commodity Exchange,COMEX
526,QCK25,Copper Mini {May 25},New York Commodity Exchange,COMEX
527,QCM21,Copper Mini {Jun 21},New York Commodity Exchange,COMEX
528,QCM22,Copper Mini {Jun 22},New York Commodity Exchange,COMEX
529,QCN21,Copper Mini {Jul 21},New York Commodity Exchange,COMEX
530,QCN22,Copper Mini {Jul 22},New York Commodity Exchange,COMEX
531,QCN23,Copper Mini {Jul 23},New York Commodity Exchange,COMEX
532,QCN24,Copper Mini {Jul 24},New York Commodity Exchange,COMEX
533,QCN25,Copper Mini {Jul 25},New York Commodity Exchange,COMEX
534,QCQ21,Copper Mini {Aug 21},New York Commodity Exchange,COMEX
535,QCQ22,Copper Mini {Aug 22},New York Commodity Exchange,COMEX
536,QCU21,Copper Mini {Sep 21},New York Commodity Exchange,COMEX
537,QCU22,Copper Mini {Sep 22},New York Commodity Exchange,COMEX
538,QCU23,Copper Mini {Sep 23},New York Commodity Exchange,COMEX
539,QCU24,Copper Mini {Sep 24},New York Commodity Exchange,COMEX
540,QCU25,Copper Mini {Sep 25},New York Commodity Exchange,COMEX
541,QCV21,Copper Mini {Oct 21},New York Commodity Exchange,COMEX
542,QCV22,Copper Mini {Oct 22},New York Commodity Exchange,COMEX
543,QCX21,Copper Mini {Nov 21},New York Commodity Exchange,COMEX
544,QCX22,Copper Mini {Nov 22},New York Commodity Exchange,COMEX
545,QCZ21,Copper Mini {Dec 21},New York Commodity Exchange,COMEX
546,QCZ22,Copper Mini {Dec 22},New York Commodity Exchange,COMEX
547,QCZ23,Copper Mini {Dec 23},New York Commodity Exchange,COMEX
548,QCZ24,Copper Mini {Dec 24},New York Commodity Exchange,COMEX
549,QCZ25,Copper Mini {Dec 25},New York Commodity Exchange,COMEX
550,QI.C,Silver Mini Continuation,New York Commodity Exchange,COMEX
551,QIF22,Silver Mini {Jan 22},New York Commodity Exchange,COMEX
552,QIF23,Silver Mini {Jan 23},New York Commodity Exchange,COMEX
553,QIH21,Silver Mini {Mar 21},New York Commodity Exchange,COMEX
554,QIH22,Silver Mini {Mar 22},New York Commodity Exchange,COMEX
555,QIK21,Silver Mini {May 21},New York Commodity Exchange,COMEX
556,QIK22,Silver Mini {May 22},New York Commodity Exchange,COMEX
557,QIN21,Silver Mini {Jul 21},New York Commodity Exchange,COMEX
558,QIN22,Silver Mini {Jul 22},New York Commodity Exchange,COMEX
559,QIU21,Silver Mini {Sep 21},New York Commodity Exchange,COMEX
560,QIU22,Silver Mini {Sep 22},New York Commodity Exchange,COMEX
561,QIZ21,Silver Mini {Dec 21},New York Commodity Exchange,COMEX
562,QIZ22,Silver Mini {Dec 22},New York Commodity Exchange,COMEX
563,QO.C,Gold Mini Continuation,New York Commodity Exchange,COMEX
564,QOG22,Gold Mini {Feb 22},New York Commodity Exchange,COMEX
565,QOJ21,Gold Mini {Apr 21},New York Commodity Exchange,COMEX
566,QOJ22,Gold Mini {Apr 22},New York Commodity Exchange,COMEX
567,QOM21,Gold Mini {Jun 21},New York Commodity Exchange,COMEX
568,QOM22,Gold Mini {Jun 22},New York Commodity Exchange,COMEX
569,QOQ21,Gold Mini {Aug 21},New York Commodity Exchange,COMEX
570,QOQ22,Gold Mini {Aug 22},New York Commodity Exchange,COMEX
571,QOV21,Gold Mini {Oct 21},New York Commodity Exchange,COMEX
572,QOV22,Gold Mini {Oct 22},New York Commodity Exchange,COMEX
573,QOZ21,Gold Mini {Dec 21},New York Commodity Exchange,COMEX
574,QOZ22,Gold Mini {Dec 22},New York Commodity Exchange,COMEX
575,AL,Aluminum,New York Commodity Exchange,COMEX
576,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
577,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
578,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
579,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
580,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
581,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
582,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
583,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
584,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
585,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
586,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
587,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
588,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
589,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
590,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
591,AL,Aluminum,New York Commodity Exchange,COMEX
592,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
593,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
594,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
595,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
596,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
597,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
598,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
599,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
600,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
601,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
602,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
603,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
604,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
605,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
606,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
607,AL,Aluminum,New York Commodity Exchange,COMEX
608,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
609,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
610,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
611,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
612,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
613,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
614,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
615,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
616,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
617,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
618,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
619,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
620,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
621,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
622,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
623,AL,Aluminum,New York Commodity Exchange,COMEX
624,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
625,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
626,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
627,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
628,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
629,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
630,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
631,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
632,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
633,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
634,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
635,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
636,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
637,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
638,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
639,SI,Silver,New York Commodity Exchange,COMEX
640,SI.C,Silver Continuation,New York Commodity Exchange,COMEX
641,SIF22,Silver {Jan 22},New York Commodity Exchange,COMEX
642,SIF23,Silver {Jan 23},New York Commodity Exchange,COMEX
643,SIG21,Silver {Feb 21},New York Commodity Exchange,COMEX
644,SIH21,Silver {Mar 21},New York Commodity Exchange,COMEX
645,SIH22,Silver {Mar 22},New York Commodity Exchange,COMEX
646,SIJ21,Silver {Apr 21},New York Commodity Exchange,COMEX
647,SIK21,Silver {May 21},New York Commodity Exchange,COMEX
648,SIK22,Silver {May 22},New York Commodity Exchange,COMEX
649,SIN21,Silver {Jul 21},New York Commodity Exchange,COMEX
650,SIN22,Silver {Jul 22},New York Commodity Exchange,COMEX
651,SIN23,Silver {Jul 23},New York Commodity Exchange,COMEX
652,SIN24,Silver {Jul 24},New York Commodity Exchange,COMEX
653,SIN25,Silver {Jul 25},New York Commodity Exchange,COMEX
654,SIU21,Silver {Sep 21},New York Commodity Exchange,COMEX
655,SIU22,Silver {Sep 22},New York Commodity Exchange,COMEX
656,SIZ21,Silver {Dec 21},New York Commodity Exchange,COMEX
657,SIZ22,Silver {Dec 22},New York Commodity Exchange,COMEX
658,SIZ23,Silver {Dec 23},New York Commodity Exchange,COMEX
659,SIZ24,Silver {Dec 24},New York Commodity Exchange,COMEX
660,SIZ25,Silver {Dec 25},New York Commodity Exchange,COMEX
661,SO.C,Silver Micro Continuation,New York Commodity Exchange,COMEX
662,SOF22,Silver Micro {Jan 22},New York Commodity Exchange,COMEX
663,SOG21,Silver Micro {Feb 21},New York Commodity Exchange,COMEX
664,SOH21,Silver Micro {Mar 21},New York Commodity Exchange,COMEX
665,SOJ21,Silver Micro {Apr 21},New York Commodity Exchange,COMEX
666,SOK21,Silver Micro {May 21},New York Commodity Exchange,COMEX
667,SON21,Silver Micro {Jul 21},New York Commodity Exchange,COMEX
668,SOU21,Silver Micro {Sep 21},New York Commodity Exchange,COMEX
669,SOZ21,Silver Micro {Dec 21},New York Commodity Exchange,COMEX
670,AL,Aluminum,New York Commodity Exchange,COMEX
671,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
672,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
673,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
674,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
675,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
676,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
677,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
678,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
679,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
680,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
681,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
682,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
683,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
684,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
685,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
686,AL,Aluminum,New York Commodity Exchange,COMEX
687,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
688,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
689,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
690,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
691,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
692,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
693,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
694,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
695,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
696,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
697,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
698,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
699,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
700,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
701,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
702,AL,Aluminum,New York Commodity Exchange,COMEX
703,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
704,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
705,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
706,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
707,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
708,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
709,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
710,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
711,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
712,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
713,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
714,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
715,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
716,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
717,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
718,AL,Aluminum,New York Commodity Exchange,COMEX
719,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
720,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
721,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
722,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
723,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
724,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
725,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
726,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
727,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
728,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
729,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
730,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
731,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
732,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
733,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
734,TR,Iron Ore 62% Fe CFR,New York Commodity Exchange,COMEX
735,TR.C,Iron Ore 62% Fe CFR Continuation,New York Commodity Exchange,COMEX
736,TRG21,Iron Ore 62% Fe CFR {Feb 21},New York Commodity Exchange,COMEX
737,TRH21,Iron Ore 62% Fe CFR {Mar 21},New York Commodity Exchange,COMEX
738,TRJ21,Iron Ore 62% Fe CFR {Apr 21},New York Commodity Exchange,COMEX
739,TRK21,Iron Ore 62% Fe CFR {May 21},New York Commodity Exchange,COMEX
740,TRM21,Iron Ore 62% Fe CFR {Jun 21},New York Commodity Exchange,COMEX
741,TRN21,Iron Ore 62% Fe CFR {Jul 21},New York Commodity Exchange,COMEX
742,TRQ21,Iron Ore 62% Fe CFR {Aug 21},New York Commodity Exchange,COMEX
743,TRU21,Iron Ore 62% Fe CFR {Sep 21},New York Commodity Exchange,COMEX
744,TRV21,Iron Ore 62% Fe CFR {Oct 21},New York Commodity Exchange,COMEX
745,TRX21,Iron Ore 62% Fe CFR {Nov 21},New York Commodity Exchange,COMEX
746,TRZ21,Iron Ore 62% Fe CFR {Dec 21},New York Commodity Exchange,COMEX
747,AL,Aluminum,New York Commodity Exchange,COMEX
748,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
749,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
750,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
751,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
752,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
753,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
754,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
755,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
756,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
757,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
758,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
759,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
760,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
761,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
762,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
763,AL,Aluminum,New York Commodity Exchange,COMEX
764,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
765,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
766,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
767,ALG22,Aluminum {Feb 22},New York Commodity Exchange,COMEX
768,ALH21,Aluminum {Mar 21},New York Commodity Exchange,COMEX
769,ALH22,Aluminum {Mar 22},New York Commodity Exchange,COMEX
770,ALJ21,Aluminum {Apr 21},New York Commodity Exchange,COMEX
771,ALK21,Aluminum {May 21},New York Commodity Exchange,COMEX
772,ALM21,Aluminum {Jun 21},New York Commodity Exchange,COMEX
773,ALN21,Aluminum {Jul 21},New York Commodity Exchange,COMEX
774,ALQ21,Aluminum {Aug 21},New York Commodity Exchange,COMEX
775,ALU21,Aluminum {Sep 21},New York Commodity Exchange,COMEX
776,ALV21,Aluminum {Oct 21},New York Commodity Exchange,COMEX
777,ALX21,Aluminum {Nov 21},New York Commodity Exchange,COMEX
778,ALZ21,Aluminum {Dec 21},New York Commodity Exchange,COMEX
779,AL,Aluminum,New York Commodity Exchange,COMEX
780,AL.C,Aluminum Continuation,New York Commodity Exchange,COMEX
781,ALF22,Aluminum {Jan 22},New York Commodity Exchange,COMEX
782,ALG21,Aluminum {Feb 21},New York Commodity Exchange,COMEX
