,Code,Company,Exchange,Ex Code
2493,RCI,Rogers Communication,New York Stock Exchange,NYSE
2494,RCL,Royal Caribbean Cruises Ltd,New York Stock Exchange,NYSE
2495,RCP,Ready Capital Corp 6.50% Series,New York Stock Exchange,NYSE
2496,RCS,Rcm Strategic Global Government Fund,New York Stock Exchange,NYSE
2497,RCUS,Arcus Biosciences Inc,New York Stock Exchange,NYSE
2498,RDN,Radian Group Inc,New York Stock Exchange,NYSE
2499,RDS.A,Royal Dutch Shell ADR Cl A,New York Stock Exchange,NYSE
2500,RDS.B,Royal Dutch Shell Cl B,New York Stock Exchange,NYSE
2501,RDY,Dr. Reddy's Laboratories Ltd,New York Stock Exchange,NYSE
2502,RE,Everest Re Group,New York Stock Exchange,NYSE
2503,RELX,Relx Plc,New York Stock Exchange,NYSE
2504,RENN,Renren Inc,New York Stock Exchange,NYSE
2505,RES,RPC Inc,New York Stock Exchange,NYSE
2506,RESI,Altisource Residential Corp,New York Stock Exchange,NYSE
2507,REV,Revlon Inc,New York Stock Exchange,NYSE
2508,REVG,Rev Group Inc,New York Stock Exchange,NYSE
2509,REX,Rex American Resources Corp,New York Stock Exchange,NYSE
2510,REX-A,Rexford Indl Rlty Inc [Rexr/Pa],New York Stock Exchange,NYSE
2511,REX-B,Rexford Indl Rlty Inc [Rexr/Pb],New York Stock Exchange,NYSE
2512,REX-C,Rexford Indl Rlty Inc [Rexr/Pc],New York Stock Exchange,NYSE
2513,REXR,Rexford Industrial Realty Inc,New York Stock Exchange,NYSE
2514,REZI,Resideo Technologies Inc,New York Stock Exchange,NYSE
2515,RF,Regions Financial Corp,New York Stock Exchange,NYSE
2516,RF-A,Regions Financial Corp [Rf/Pa],New York Stock Exchange,NYSE
2517,RF-B,Regions Financial Corp [Rf/Pb],New York Stock Exchange,NYSE
2518,RF-C,Regions Financial Corp [Rf/Pc],New York Stock Exchange,NYSE
2519,RFI,Cohen & Steers Total Return Realty Fund,New York Stock Exchange,NYSE
2520,RFL,Rafael Holdings Inc,New York Stock Exchange,NYSE
2521,RFM,Rivernorth Flexible Municipal Income,New York Stock Exchange,NYSE
2522,RFP,Resolute Forest Products Inc,New York Stock Exchange,NYSE
2523,RGA,Reinsurance Group of America Inc,New York Stock Exchange,NYSE
2524,RGR,Sturm Ruger & Company,New York Stock Exchange,NYSE
2525,RGS,Regis Corp,New York Stock Exchange,NYSE
2526,RGT,Royce Global Value Trust Inc,New York Stock Exchange,NYSE
2527,RH,Restoration Hardware Holdings,New York Stock Exchange,NYSE
2528,RHI,Robert Half International Inc,New York Stock Exchange,NYSE
2529,RHP,Ryman Hospitality Properties REIT,New York Stock Exchange,NYSE
2530,RIC.U,Rice Acquisition Corp Unit  [Rice.U],New York Stock Exchange,NYSE
2531,RIG,Transocean Inc,New York Stock Exchange,NYSE
2532,RIO,Rio Tinto Plc,New York Stock Exchange,NYSE
2533,RIV,Rivernorth Opportunities Fund,New York Stock Exchange,NYSE
2534,RIV-R,Rivernorth Opportunities Fd [Riv/R],New York Stock Exchange,NYSE
2535,RJF,Raymond James Financial,New York Stock Exchange,NYSE
2536,RKT,Rocket Companies Inc Cl A,New York Stock Exchange,NYSE
2537,RL,Ralph Lauren Corp,New York Stock Exchange,NYSE
2538,RLGY,Realogy Holdings Corp,New York Stock Exchange,NYSE
2539,RLH,Red Lion Hotels Corp,New York Stock Exchange,NYSE
2540,RLI,Rli Corp,New York Stock Exchange,NYSE
2541,RLJ,Rlj Lodging Trust,New York Stock Exchange,NYSE
2542,RLJ-A,Rlj Lodging TR [Rlj/Pa],New York Stock Exchange,NYSE
2543,RM,Regional Managment Corp,New York Stock Exchange,NYSE
2544,RMAX,Re/Max Holdings Inc,New York Stock Exchange,NYSE
2545,RMD,Resmed Inc,New York Stock Exchange,NYSE
2546,RMED,Ra Medical Systems Inc,New York Stock Exchange,NYSE
2547,RMG,Rmg Acquisition Corp Cl A,New York Stock Exchange,NYSE
2548,RMG.U,Rmg Acquisition Corp,New York Stock Exchange,NYSE
2549,RMG.W,Rmg Acquisition Corp WT [Rmg/W],New York Stock Exchange,NYSE
2550,RMI,Rivernorth Opportunistic Municipal,New York Stock Exchange,NYSE
2551,RMM,Rivernorth Managed Duration Municipal,New York Stock Exchange,NYSE
2552,RMP.P,Rivernorth Marketplace Lending Corp,New York Stock Exchange,NYSE
2553,RMT,Royce Micro-Cap Trust,New York Stock Exchange,NYSE
2554,RNG,Ringcentral Inc,New York Stock Exchange,NYSE
2555,RNGR,Ranger Energy Services Inc Cl A,New York Stock Exchange,NYSE
2556,RNP,Cohen & Steers REIT and Preferred,New York Stock Exchange,NYSE
2557,RNR,Renaissancere Holdings Ltd,New York Stock Exchange,NYSE
2558,RNR-E,Renaissancere Holdings Ltd [Rnr/Pe],New York Stock Exchange,NYSE
2559,RNR-F,Renaissancere Holdings Ltd [Rnr/Pf],New York Stock Exchange,NYSE
2560,ROG,Rogers Corp,New York Stock Exchange,NYSE
2561,ROK,Rockwell Automation Inc,New York Stock Exchange,NYSE
2562,ROL,Rollins Inc,New York Stock Exchange,NYSE
2563,ROP,Roper Industries,New York Stock Exchange,NYSE
2564,RPAI,Retail Properties of America,New York Stock Exchange,NYSE
2565,RPL.U,Replay Acquisition Corp [Rpla.U],New York Stock Exchange,NYSE
2566,RPL.W,Replay Acquisition Corp WT [Rpla/W],New York Stock Exchange,NYSE
2567,RPLA,Replay Acquisition Corp,New York Stock Exchange,NYSE
2568,RPM,RPM International Inc,New York Stock Exchange,NYSE
2569,RPT,Ramco-Gershenson Properties Trust,New York Stock Exchange,NYSE
2570,RPT-D,Rpt Realty [Rpt/Pd],New York Stock Exchange,NYSE
2571,RQI,Cohen & Steers Quality Income Realty,New York Stock Exchange,NYSE
2572,RRC,Range Resources Corp,New York Stock Exchange,NYSE
2573,RRD,Donnelley [R.R.] & Sons Company,New York Stock Exchange,NYSE
2574,RS,Reliance Steel & Aluminum Company,New York Stock Exchange,NYSE
2575,RSF,Rivernorth Marketplace Lending Corp,New York Stock Exchange,NYSE
2576,RSG,Republic Services,New York Stock Exchange,NYSE
2577,RTP,Reinvent Technology Partners Cl A,New York Stock Exchange,NYSE
2578,RTP.U,Reinvent Technology Partners Units Each,New York Stock Exchange,NYSE
2579,RTP.W,Reinvent Technology Partners Redeemable,New York Stock Exchange,NYSE
2580,RTX,Raytheon Technologies Corp,New York Stock Exchange,NYSE
2581,RVI,Retail Value Inc,New York Stock Exchange,NYSE
2582,RVLV,Revolve Group Inc,New York Stock Exchange,NYSE
2583,RVT,Royce Value Trust,New York Stock Exchange,NYSE
2584,RWT,Redwood Trust,New York Stock Exchange,NYSE
2585,RXN,Rexnord Corp,New York Stock Exchange,NYSE
2586,RY,Royal Bank of Canada,New York Stock Exchange,NYSE
2587,RY-T,Royal Bank of Canada [Ry/Pt],New York Stock Exchange,NYSE
2588,RYAM,Rayonier Advanced Materials Inc,New York Stock Exchange,NYSE
2589,RYB,Ryb Education Inc Aps,New York Stock Exchange,NYSE
2590,RYI,Ryerson Holding Corp,New York Stock Exchange,NYSE
2591,RYN,Rayonier Inc REIT,New York Stock Exchange,NYSE
2592,RZA,Reinsurance Group of America,New York Stock Exchange,NYSE
2593,RZB,Reinsurance Group of America,New York Stock Exchange,NYSE
2594,SA,Seabridge Gold,New York Stock Exchange,NYSE
2595,SAF,Saratoga Investment Corp,New York Stock Exchange,NYSE
2596,SAFE,Safehold Inc,New York Stock Exchange,NYSE
2597,SAH,Sonic Automotive,New York Stock Exchange,NYSE
2598,SAIC,Science Applications International,New York Stock Exchange,NYSE
2599,SAIL,Sailpoint Technologies Holdings Inc,New York Stock Exchange,NYSE
2600,SAK,Saratoga Investment Corp 7.25% Notes Due,New York Stock Exchange,NYSE
2601,SALT,Scorpio Bulkers Inc,New York Stock Exchange,NYSE
2602,SAM,Boston Beer Company,New York Stock Exchange,NYSE
2603,SAN,Banco Santander,New York Stock Exchange,NYSE
2604,SAN-B,Banco Santander Sa [San/Pb],New York Stock Exchange,NYSE
2605,SAND,Sandstorm Gold Ltd,New York Stock Exchange,NYSE
2606,SAP,SAP Ag,New York Stock Exchange,NYSE
2607,SAR,Saratoga Investment Corp,New York Stock Exchange,NYSE
2608,SAVE,Spirit Airlines Inc,New York Stock Exchange,NYSE
2609,SB,Safe Bulkers Inc,New York Stock Exchange,NYSE
2610,SB-C,Safe Bulkers Inc [Sb/Pc],New York Stock Exchange,NYSE
2611,SB-D,Safe Bulkers Inc [Sb/Pd],New York Stock Exchange,NYSE
2612,SBBA,Scorpio Tankers Inc 7.00% Senior Notes,New York Stock Exchange,NYSE
2613,SBE,Switchback Energy Acquisition Corp Cl A,New York Stock Exchange,NYSE
2614,SBE.U,Switchback Energy Acquisition Corp,New York Stock Exchange,NYSE
2615,SBE.W,Switchback Energy Acquisition Corp WT,New York Stock Exchange,NYSE
2616,SBG,Sandbridge Acquisition Corporation Cl A,New York Stock Exchange,NYSE
2617,SBG.U,Sandbridge Acquisition Corp Units,New York Stock Exchange,NYSE
2618,SBG.W,Sandbridge Acquisition Corporation WT,New York Stock Exchange,NYSE
2619,SBH,Sally Beauty Holdings,New York Stock Exchange,NYSE
2620,SBI,Western Asset Intermediate Fund Inc,New York Stock Exchange,NYSE
2621,SBOW,Silverbow Resources Inc,New York Stock Exchange,NYSE
2622,SBR,Sabine Royalty Trust,New York Stock Exchange,NYSE
2623,SBS,Cia DE Saneamento Basico Do Estado,New York Stock Exchange,NYSE
2624,SBSW,Sibanye Gold Ltd ADR,New York Stock Exchange,NYSE
2625,SC,Santander Consumer USA Holdings,New York Stock Exchange,NYSE
2626,SCA,Stellus Capital Investment 5.75% Notes,New York Stock Exchange,NYSE
2627,SCCO,Southern Peru Copper Corp,New York Stock Exchange,NYSE
2628,SCD,Lmp Capital and Income Fund Inc,New York Stock Exchange,NYSE
2629,SCE-G,Sce Trust II [Sce/Pg],New York Stock Exchange,NYSE
2630,SCE-H,Sce TR III [Sce/Ph],New York Stock Exchange,NYSE
2631,SCE-J,Sce TR IV [Sce/Pj],New York Stock Exchange,NYSE
2632,SCE-K,Sce Trust V [Sce/Pk],New York Stock Exchange,NYSE
2633,SCE-L,Sce Trust Vi [Sce/Pl],New York Stock Exchange,NYSE
2634,SCH-C,Charles Schwab Corp [Schw/Pc],New York Stock Exchange,NYSE
2635,SCH-D,Charles Schwab Corp [Schw/Pd],New York Stock Exchange,NYSE
2636,SCHW,The Charles Schwab Corp,New York Stock Exchange,NYSE
2637,SCI,Service Corp International,New York Stock Exchange,NYSE
2638,SCL,Stepan Company,New York Stock Exchange,NYSE
2639,SCM,Stellus Capital Investment Cor,New York Stock Exchange,NYSE
2640,SCP.U,SC Health Corp [Scpe.U],New York Stock Exchange,NYSE
2641,SCP.W,SC Health Corp WT [Scpe/W],New York Stock Exchange,NYSE
2642,SCPE,SC Health Corp Cl A,New York Stock Exchange,NYSE
2643,SCS,Steelcase Inc,New York Stock Exchange,NYSE
2644,SCU,Sculptor Capital Management Inc,New York Stock Exchange,NYSE
2645,SCV.U,Scvx Corp [Scvx.U],New York Stock Exchange,NYSE
2646,SCV.W,Scvx Corp WT [Scvx/W],New York Stock Exchange,NYSE
2647,SCVX,Scvx Corp Cl A,New York Stock Exchange,NYSE
2648,SCX,L.S. Starrett Company,New York Stock Exchange,NYSE
2649,SD,Sandridge Energy Inc,New York Stock Exchange,NYSE
2650,SE,Sea Ltd ADR,New York Stock Exchange,NYSE
2651,SEA.U,Sports Entertainment Acquisition,New York Stock Exchange,NYSE
2652,SEAS,Seaworld Entertainment Inc Company,New York Stock Exchange,NYSE
2653,SEE,Sealed Air Corp,New York Stock Exchange,NYSE
2654,SEM,Select Medical Holdings Corp,New York Stock Exchange,NYSE
2655,SF,Stifel Financial Corp,New York Stock Exchange,NYSE
2656,SF-A,Stifel Financial Corp [Sf/Pa],New York Stock Exchange,NYSE
2657,SF-B,Stifel Financial Corp [Sf/Pb],New York Stock Exchange,NYSE
2658,SF-C,Stifel Financial Corp [Sf/Pc],New York Stock Exchange,NYSE
2659,SFB,Stifel Financial Corp 5.20% Senior Notes,New York Stock Exchange,NYSE
2660,SFE,Safeguard Scientifics,New York Stock Exchange,NYSE
2661,SFL,Ship Finance International,New York Stock Exchange,NYSE
2662,SFT.U,Osprey Technology Acquisition Corp,New York Stock Exchange,NYSE
2663,SFT.W,Osprey Technology Acquisition Corp,New York Stock Exchange,NYSE
2664,SFTW,Osprey Technology Acquisition Corp Cl A,New York Stock Exchange,NYSE
2665,SFUN,Fang Holdings Ltd,New York Stock Exchange,NYSE
2666,SGU,Star Gas Partners LP,New York Stock Exchange,NYSE
2667,SHAK,Shake Shack Inc,New York Stock Exchange,NYSE
2668,SHG,Shinhan Financial Group CO Ltd,New York Stock Exchange,NYSE
2669,SHI,Sinopec Shangai Petrochemical Company,New York Stock Exchange,NYSE
2670,SHLX,Shell Midstream Partners LP,New York Stock Exchange,NYSE
2671,SHO,Sunstone Hotel Investors,New York Stock Exchange,NYSE
2672,SHO-E,Sunstone Hotel Invs Inc [Sho/Pe],New York Stock Exchange,NYSE
2673,SHO-F,Sunstone Hotel Invs Inc [Sho/Pf],New York Stock Exchange,NYSE
2674,SHOP,Shopify Inc,New York Stock Exchange,NYSE
2675,SHW,Sherwin-Williams Company,New York Stock Exchange,NYSE
2676,SI,Silvergate Capital Corp Cl A,New York Stock Exchange,NYSE
2677,SID,Companhia Siderurgica Nacional,New York Stock Exchange,NYSE
2678,SIG,Signet Jewelers Ltd,New York Stock Exchange,NYSE
2679,SII,Sprott Inc,New York Stock Exchange,NYSE
2680,SIT-A,Site Centers Corp Shs Pfd Cl A,New York Stock Exchange,NYSE
2681,SIT-K,Site Centers Corp [Sitc/Pk],New York Stock Exchange,NYSE
2682,SITC,Site Centers Corp,New York Stock Exchange,NYSE
2683,SITE,Siteone Landscape Supply,New York Stock Exchange,NYSE
2684,SIX,Six Flags Entertainment Corp,New York Stock Exchange,NYSE
2685,SJI,South Jersey Industries,New York Stock Exchange,NYSE
2686,SJIJ,South Jersey Industries Inc 5.625%,New York Stock Exchange,NYSE
2687,SJIU,South Jersey Industries Inc,New York Stock Exchange,NYSE
2688,SJM,J.M. Smucker Company,New York Stock Exchange,NYSE
2689,SJR,Shaw Communications Inc,New York Stock Exchange,NYSE
2690,SJT,San Juan Basin Royalty Trust,New York Stock Exchange,NYSE
2691,SJW,SJW Corp,New York Stock Exchange,NYSE
2692,SKM,Sk Telecom Corp,New York Stock Exchange,NYSE
2693,SKT,Tanger Factory Outlet Centers,New York Stock Exchange,NYSE
2694,SKX,Skechers U.S.A.,New York Stock Exchange,NYSE
2695,SKY,Skyline Corp,New York Stock Exchange,NYSE
2696,SLB,Schlumberger N.V.,New York Stock Exchange,NYSE
2697,SLCA,U.S. Silica Holdings Inc,New York Stock Exchange,NYSE
2698,SLF,Sun Life Financial Inc,New York Stock Exchange,NYSE
2699,SLG,SL Green Realty Corp,New York Stock Exchange,NYSE
2700,SLG-I,SL Green Rlty Corp [Slg/Pi],New York Stock Exchange,NYSE
2701,SLQT,Selectquote Inc,New York Stock Exchange,NYSE
2702,SM,Sm Energy Company,New York Stock Exchange,NYSE
2703,SMAR,Smartsheet Inc Cl A,New York Stock Exchange,NYSE
2704,SMFG,Sumitomo Mitsui Financial Group Inc,New York Stock Exchange,NYSE
2705,SMG,Scotts Miracle-Gro Company,New York Stock Exchange,NYSE
2706,SMHI,Seacor Marine Holdings Inc,New York Stock Exchange,NYSE
2707,SMLP,Summit Midstream Partners LP,New York Stock Exchange,NYSE
2708,SMM,Salient Midstream & MLP Fund,New York Stock Exchange,NYSE
2709,SMP,Standard Motor Products,New York Stock Exchange,NYSE
2710,SNA,Snap-On Inc,New York Stock Exchange,NYSE
2711,SNAP,Snap Inc,New York Stock Exchange,NYSE
2712,SNDR,Schneider National Inc,New York Stock Exchange,NYSE
2713,SNE,Sony Corp,New York Stock Exchange,NYSE
2714,SNN,Smith & Nephew Snats,New York Stock Exchange,NYSE
2715,SNOW,Snowflake Inc Cl A,New York Stock Exchange,NYSE
2716,SNP,China Petroleum & Chemical Corp,New York Stock Exchange,NYSE
2717,SNP.U,Tortoise Acquisition Corp II Cl A,New York Stock Exchange,NYSE
2718,SNP.W,Tortoise Acquisition Corp II [Snpr/W],New York Stock Exchange,NYSE
2719,SNPR,Tortoise Acquisition Corp. II Cl A,New York Stock Exchange,NYSE
2720,SNR,New Senior Investment Group Inc,New York Stock Exchange,NYSE
2721,SNV,Synovus Financial Corp,New York Stock Exchange,NYSE
2722,SNV-D,Synovus Financial Corp [Snv/Pd],New York Stock Exchange,NYSE
2723,SNV-E,Synovus Finl Corp [Snv/Pe],New York Stock Exchange,NYSE
2724,SNX,Synnex Corp,New York Stock Exchange,NYSE
2725,SO,Southern Company,New York Stock Exchange,NYSE
2726,SOA.U,Sustainable Opportunities Acquisition,New York Stock Exchange,NYSE
2727,SOA.W,Sustainable Opportunities Acq [Soac/W],New York Stock Exchange,NYSE
2728,SOAC,Sustainable Opportunities Acquisition,New York Stock Exchange,NYSE
2729,SOGO,Sogou Inc,New York Stock Exchange,NYSE
2730,SOI,Solaris Oilfield Infrastructure Inc Cl A,New York Stock Exchange,NYSE
2731,SOJB,Southern Company,New York Stock Exchange,NYSE
2732,SOJC,Southern Company Series 2017B 5.25%,New York Stock Exchange,NYSE
2733,SOJD,Southern Company Series 2020A 4.95%,New York Stock Exchange,NYSE
2734,SOJE,Southern Company Series 2020C 4.20%,New York Stock Exchange,NYSE
2735,SOL,Renesola Ltd,New York Stock Exchange,NYSE
2736,SOLN,Southern Company,New York Stock Exchange,NYSE
2737,SON,Sonoco Products Company,New York Stock Exchange,NYSE
2738,SOR,Source Capital,New York Stock Exchange,NYSE
2739,SOS,Sos Ltd,New York Stock Exchange,NYSE
2740,SPA.U,Spartan Energy Acquisiton Corp [Spaq.U],New York Stock Exchange,NYSE
2741,SPA.W,Spartan Energy Acquisiton Corp WT,New York Stock Exchange,NYSE
2742,SPAQ,Fisker Inc,New York Stock Exchange,NYSE
2743,SPB,Spectrum Brands Holdings Inc,New York Stock Exchange,NYSE
2744,SPCE,Virgin Galactic Holdings Inc,New York Stock Exchange,NYSE
2745,SPE,Special Opportunities Fund Inc,New York Stock Exchange,NYSE
2746,SPE-B,Special Opportunities Fd Inc [Spe/Pb],New York Stock Exchange,NYSE
2747,SPG,Simon Property Group,New York Stock Exchange,NYSE
2748,SPG-J,Simon Ppty Group Inc [Spg/Pj],New York Stock Exchange,NYSE
2749,SPGI,S&P Global Inc,New York Stock Exchange,NYSE
2750,SPH,Suburban Propane Partners LP,New York Stock Exchange,NYSE
2751,SPL-A,Steel Partners Holdings LP [Splp/Pa],New York Stock Exchange,NYSE
2752,SPLP,Steel Partners Hlds,New York Stock Exchange,NYSE
2753,SPN.U,Supernova Partners Acquisition CO,New York Stock Exchange,NYSE
2754,SPOT,Spotify Technology S.A.,New York Stock Exchange,NYSE
2755,SPR,Spirit Aerosystems Holdings,New York Stock Exchange,NYSE
2756,SPXC,SPX Corp,New York Stock Exchange,NYSE
2757,SPXX,Nuveen Equity Premium and Growth Fund,New York Stock Exchange,NYSE
2758,SQ,Square,New York Stock Exchange,NYSE
2759,SQM,Sociedad Quimica Y Minera S.A.,New York Stock Exchange,NYSE
2760,SQNS,Sequans Communications S A,New York Stock Exchange,NYSE
2761,SQZ,Sqz Biotechnologies Company,New York Stock Exchange,NYSE
2762,SR,Spire Inc,New York Stock Exchange,NYSE
2763,SR-A,Spire Inc [Sr/Pa],New York Stock Exchange,NYSE
2764,SRC,Spirit Realty Capital Inc,New York Stock Exchange,NYSE
2765,SRC-A,Spirit Rlty Cap Inc [Src/Pa],New York Stock Exchange,NYSE
2766,SRE,Sempra Energy,New York Stock Exchange,NYSE
2767,SRE-A,Sempra Energy [Sre/Pa],New York Stock Exchange,NYSE
2768,SRE-B,Sempra Energy [Sre/Pb],New York Stock Exchange,NYSE
2769,SREA,Sempra Energy 5.750% Junior,New York Stock Exchange,NYSE
2770,SRG,Seritage Growth Properties,New York Stock Exchange,NYSE
2771,SRG-A,Seritage Growth Pptys [Srg/Pa],New York Stock Exchange,NYSE
2772,SRI,Stoneridge Inc,New York Stock Exchange,NYSE
2773,SRL,Scully Royalty Ltd,New York Stock Exchange,NYSE
2774,SRLP,Sprague Resources LP,New York Stock Exchange,NYSE
2775,SRT,Startek Inc,New York Stock Exchange,NYSE
2776,SRV,The Cushing MLP Total Return Fund,New York Stock Exchange,NYSE
2777,SSD,Simpson Manufacturing Company,New York Stock Exchange,NYSE
2778,SSL,Sasol Ltd,New York Stock Exchange,NYSE
2779,SSTK,Shutterstock Inc,New York Stock Exchange,NYSE
2780,ST,Sensata Technologies Holding N.V.,New York Stock Exchange,NYSE
2781,STA-C,Stag Indl Inc [Stag/Pc],New York Stock Exchange,NYSE
2782,STA-D,Istar Inc [Star/Pd],New York Stock Exchange,NYSE
2783,STA-G,Istar Inc [Star/Pg],New York Stock Exchange,NYSE
2784,STA-I,Istar Inc [Star/Pi],New York Stock Exchange,NYSE
2785,STAG,STI Inc,New York Stock Exchange,NYSE
2786,STAR,Istar Financial Inc,New York Stock Exchange,NYSE
2787,STC,Stewart Information Services Corp,New York Stock Exchange,NYSE
2788,STE,Steris Corp,New York Stock Exchange,NYSE
2789,STG,Sunlands Online Education Group ADR,New York Stock Exchange,NYSE
2790,STI.U,Northern Star Acq Corp Unit [Stic.U],New York Stock Exchange,NYSE
2791,STK,Columbia Seligman Premium Technology,New York Stock Exchange,NYSE
2792,STL,Sterling Bancorp,New York Stock Exchange,NYSE
2793,STL-A,Sterling Bancorp D [Stl/Pa],New York Stock Exchange,NYSE
2794,STM,Stmicroelectronics N.V.,New York Stock Exchange,NYSE
2795,STN,Stantec Inc,New York Stock Exchange,NYSE
2796,STNG,Scorpio Tankers Inc,New York Stock Exchange,NYSE
2797,STON,Stonemor Partners LP,New York Stock Exchange,NYSE
2798,STOR,Store Capital Corpstore Capital,New York Stock Exchange,NYSE
2799,STP.U,Star Peak Energy Transition Corp Unit,New York Stock Exchange,NYSE
2800,STP.W,Star Peak Energy Transition Corp,New York Stock Exchange,NYSE
2801,STPK,Star Peak Energy Transition Corp Cl A,New York Stock Exchange,NYSE
2802,STT,State Street Corp,New York Stock Exchange,NYSE
2803,STT-D,State Street Corp [Stt/Pd],New York Stock Exchange,NYSE
2804,STT-G,State Street Corp [Stt/Pg],New York Stock Exchange,NYSE
2805,STWD,Starwood Property Trust,New York Stock Exchange,NYSE
2806,STZ,Constellation Brands Inc,New York Stock Exchange,NYSE
2807,STZ.B,Constellation Brd Cl B,New York Stock Exchange,NYSE
2808,SU,Suncor Energy Inc,New York Stock Exchange,NYSE
2809,SUI,Sun Communities,New York Stock Exchange,NYSE
2810,SUM,Summit Materials Inc,New York Stock Exchange,NYSE
2811,SUN,Sunoco LP,New York Stock Exchange,NYSE
2812,SUP,Superior Industries International,New York Stock Exchange,NYSE
2813,SUPV,Grupo Supervielle S.A.,New York Stock Exchange,NYSE
2814,SUZ,Suzano Papel E Celul,New York Stock Exchange,NYSE
2815,SWCH,Switch Inc,New York Stock Exchange,NYSE
2816,SWI,Solarwinds Corp,New York Stock Exchange,NYSE
2817,SWK,Stanley Black & Decker Inc,New York Stock Exchange,NYSE
2818,SWM,Schweitzer-Mauduit International,New York Stock Exchange,NYSE
2819,SWN,Southwestern Energy Company,New York Stock Exchange,NYSE
2820,SWT,Stanley Black & Decker Inc,New York Stock Exchange,NYSE
2821,SWX,Southwest Gas Corp,New York Stock Exchange,NYSE
2822,SWZ,Swiss Helvetia Fund,New York Stock Exchange,NYSE
2823,SXC,Suncoke Energy Inc,New York Stock Exchange,NYSE
2824,SXI,Standex International Corp,New York Stock Exchange,NYSE
2825,SXT,Sensient Technologies Corp,New York Stock Exchange,NYSE
2826,SYF,Synchrony Financial,New York Stock Exchange,NYSE
2827,SYF-A,Synchrony Financial 5.625% Prf Perpetual,New York Stock Exchange,NYSE
2828,SYK,Stryker Corp,New York Stock Exchange,NYSE
2829,SYX,Systemax Inc,New York Stock Exchange,NYSE
2830,SYY,Sysco Corp,New York Stock Exchange,NYSE
2831,SZC,The Cushing Renaissance Fund,New York Stock Exchange,NYSE
2832,T,AT&T Inc,New York Stock Exchange,NYSE
2833,T-A,AT&T Inc 5% Prf Perpetual USD 25,New York Stock Exchange,NYSE
2834,T-C,AT&T Inc 4.75% Prf Perpetual USD 25,New York Stock Exchange,NYSE
2835,TAC,Transalta Corp,New York Stock Exchange,NYSE
2836,TAK,Takeda Pharmaceutical CO Ltd,New York Stock Exchange,NYSE
2837,TAL,Tal Education Group,New York Stock Exchange,NYSE
2838,TALO,Talos Energy Inc,New York Stock Exchange,NYSE
2839,TAP,Molson Coors Brewing Company,New York Stock Exchange,NYSE
2840,TAP.A,Molson Coors Brewing Cl A,New York Stock Exchange,NYSE
2841,TARO,Taro Pharm Inds,New York Stock Exchange,NYSE
2842,TBB,AT&T Inc 5.350% Global Notes Due 2066,New York Stock Exchange,NYSE
2843,TBC,AT&T Inc 5.625% Global Notes Due 2067,New York Stock Exchange,NYSE
2844,TBI,Trueblue Inc,New York Stock Exchange,NYSE
2845,TCI,Transcontinental Realty Investors,New York Stock Exchange,NYSE
2846,TCO,Taubman Centers,New York Stock Exchange,NYSE
2847,TCO-J,Taubman Ctrs Inc [Tco/Pj],New York Stock Exchange,NYSE
2848,TCO-K,Taubman Ctrs Inc [Tco/Pk],New York Stock Exchange,NYSE
2849,TCP,TCP Pipelines,New York Stock Exchange,NYSE
2850,TCS,The Container Store Group Inc,New York Stock Exchange,NYSE
2851,TD,Toronto Dominion Bank,New York Stock Exchange,NYSE
2852,TDA,Telephone and Data Systems Inc,New York Stock Exchange,NYSE
2853,TDC,Teradata Corp,New York Stock Exchange,NYSE
2854,TDE,Telephone and Data Systems,New York Stock Exchange,NYSE
2855,TDF,Templeton Dragon Fund,New York Stock Exchange,NYSE
2856,TDG,Transdigm Group Inc,New York Stock Exchange,NYSE
2857,TDI,Telephone and Data Systems,New York Stock Exchange,NYSE
2858,TDJ,Telephone and Data Systems Inc,New York Stock Exchange,NYSE
2859,TDOC,Teladoc Health Inc,New York Stock Exchange,NYSE
2860,TDS,Telephone and Data Systems,New York Stock Exchange,NYSE
2861,TDW,Tidewater Inc,New York Stock Exchange,NYSE
2862,TDW.A,Tidewater Inc [Tdw/Wa],New York Stock Exchange,NYSE
2863,TDW.B,Tidewater Inc [Tdw/Wb],New York Stock Exchange,NYSE
2864,TDY,Teledyne Technologies Inc,New York Stock Exchange,NYSE
2865,TEAF,Tortoise Essential Assets Income Term,New York Stock Exchange,NYSE
2866,TECK,Teck Resources Ltd,New York Stock Exchange,NYSE
2867,TEF,Telefonica S.A.,New York Stock Exchange,NYSE
2868,TEI,Templeton Emerging Markets,New York Stock Exchange,NYSE
2869,TEL,Te Connectivity Ltd,New York Stock Exchange,NYSE
2870,TEN,Tenneco Automotive,New York Stock Exchange,NYSE
2871,TEO,Telecom Argentina Stet France Telecom,New York Stock Exchange,NYSE
2872,TEVA,Teva Pharmaceutical Industries Ltd,New York Stock Exchange,NYSE
2873,TEX,Terex Corp,New York Stock Exchange,NYSE
2874,TFC,Truist Financial Corp,New York Stock Exchange,NYSE
2875,TFC-F,Truist Financial Corp [Tfc/Pf],New York Stock Exchange,NYSE
2876,TFC-G,Truist Financial Corp [Tfc/Pg],New York Stock Exchange,NYSE
2877,TFC-H,Truist Financial Corp [Tfc/Ph],New York Stock Exchange,NYSE
2878,TFC-I,Truist Financial Corp [Tfc/Pi],New York Stock Exchange,NYSE
2879,TFC-O,Truist Financial Corp [Tfc/Po],New York Stock Exchange,NYSE
